name,district,interests,age,longitude,latitude
Leung Man Yi,Fu Shan Estate,Simple stretching session; Park walk and chat; Reading aloud; Phone and smartphone help; Calligraphy practice,24,114.201472,22.34718
Yip Siu Tung,Ching Tai Court,Tea time conversation; Phone and smartphone help; Simple stretching session,28,114.105833,22.358922
Ho Yan Ting,King Tin Court,Park walk and chat; Chinese chess; Tea time conversation,34,114.18517,22.366937
Chan Lok Yin,Wing Cheong Estate,Board games; Simple stretching session; Grocery escort; Tea time conversation,20,114.161758,22.328851
Lau Tsz Wai,Carado Garden,Simple stretching session; Mahjong companion; Tea time conversation; Grocery escort,26,114.174897,22.375126
Lee Hiu Lam,Pok Hong Estate,Home visit companionship; Board games; Chinese chess; Clinic escort,33,114.18846,22.375804
Cheung Ho Yin,Chung On Estate,Clinic escort; Reading aloud; Chinese chess; Park walk and chat,24,114.225275,22.421298
Ho Man Yi,Bayshore Towers,Park walk and chat; Reading aloud; Board games,29,114.230273,22.427642
Lau Yuk Ting,Kwong Fuk Estate,Calligraphy practice; Park walk and chat; Tea time conversation; Photo sharing and memory talk,32,114.172197,22.452602
Cheung Tsz Ho,Cheung Hong Estate,Tea time conversation; Park walk and chat; Phone and smartphone help; Simple stretching session; Reading aloud,22,114.100141,22.34618
Leung Yuk Ting,Mei Tin Estate,Home visit companionship; Tea time conversation; Simple stretching session,22,114.178325,22.382222
Chow Ho Yin,Tsing Yi Estate,Grocery escort; Tea time conversation; Reading aloud,31,114.103518,22.359158
Lau Ka Ching,Cho Yiu Chuen,Home visit companionship; Clinic escort; Community centre activities,19,114.120666,22.346205
Wong Yiu Tung,Chung Nga Court,Tea time conversation; Grocery escort; Reading aloud,26,114.171687,22.465198
Chow Siu Tung,Luk Yeung Sun Chuen,Clinic escort; Grocery escort; Cooking together,26,114.114594,22.369179
Ng Tsz Ho,South Horizons,Simple stretching session; Mahjong companion; Cooking together,21,114.150078,22.241959
Ho Pak Hei,Miami Beach Towers,Mahjong companion; Board games; Park walk and chat,24,113.970918,22.379071
Cheung Kwok Him,Carado Garden,Simple stretching session; Reading aloud; Home visit companionship,25,114.179424,22.373791
Chow Hiu Lam,Fanling Town Center,Calligraphy practice; Reading aloud; Simple stretching session; Cooking together; Old songs karaoke,21,114.139028,22.493502
Lee Tsz Wai,Hin Keng Estate,Chinese chess; Tea time conversation; Board games; Phone and smartphone help; Reading aloud,27,114.1802,22.36749
Tang Pak Hei,Lei Yue Mun Estate,Old songs karaoke; Photo sharing and memory talk; Community centre activities; Reading aloud; Simple stretching session,24,114.246486,22.301878
Lam Ka Ming,Wu King Estate,Park walk and chat; Old songs karaoke; Simple stretching session; Community centre activities,21,113.957301,22.368561
Ng Wai Man,Metropole Building,Tea time conversation; Park walk and chat; Calligraphy practice; Community centre activities,28,114.205339,22.284362
Lee Wing Sze,Oceanaire,Old songs karaoke; Clinic escort; Mahjong companion,23,114.222884,22.418628
Lam Wai Man,Belair Monte,Park walk and chat; Community centre activities; Tea time conversation; Home visit companionship,27,114.140177,22.505119
Ho Kwok Him,Park Avenue,Phone and smartphone help; Reading aloud; Home visit companionship,29,114.16412,22.308138
Tang Hiu Lam,Ko Yee Estate,Clinic escort; Cooking together; Home visit companionship; Old songs karaoke; Simple stretching session,26,114.248534,22.28965
Lee Hiu Lam,Po Ming Court,Clinic escort; Old songs karaoke; Park walk and chat,22,114.263458,22.307562
Lau Tsz Wai,Tsz Ching Estate,Cooking together; Tea time conversation; Park walk and chat; Mahjong companion,31,114.206738,22.352199
Tang Ho Yin,Shatin Park,Home visit companionship; Cooking together; Tea time conversation; Grocery escort; Board games,27,114.195667,22.384676
Ng Yuk Ting,Cheung Hong Estate,Photo sharing and memory talk; Simple stretching session; Calligraphy practice; Board games,31,114.104038,22.346267
Chow Man Yi,Sun Chui Estate,Calligraphy practice; Grocery escort; Clinic escort,24,114.188008,22.370331
Lam Sze Wing,Hong Lok Yuen,Clinic escort; Cooking together; Board games,25,114.152071,22.468478
Chow Yiu Tung,Central Park Towers,Mahjong companion; Tea time conversation; Grocery escort,28,113.995578,22.458872
Cheung Wai Man,Harbour Green,Board games; Home visit companionship; Calligraphy practice; Park walk and chat; Grocery escort,26,114.16351,22.315695
Tang Ka Ching,Grand Del Sol,Tea time conversation; Grocery escort; Calligraphy practice,22,114.029989,22.438726
Cheung Lok Yin,Choi Ying Estate,Chinese chess; Calligraphy practice; Cooking together,25,114.213387,22.321262
Lee Sze Wing,Ying Ming Court,Clinic escort; Mahjong companion; Park walk and chat; Grocery escort,28,114.25536,22.323463
Wong Siu Tung,Hiu Lai Court,Community centre activities; Photo sharing and memory talk; Home visit companionship,24,114.226597,22.32701
Leung Pak Hei,Cheung Hong Estate,Board games; Photo sharing and memory talk; Clinic escort,22,114.107029,22.352159
Yip Siu Tung,Rambler Crest,Home visit companionship; Board games; Park walk and chat; Old songs karaoke; Chinese chess,25,114.108542,22.337232
Chan Hiu Lam,Mei Foo Sun Chuen,Simple stretching session; Cooking together; Board games,26,114.147579,22.335585
Tang Tsz Wai,Lake Silver,Cooking together; Reading aloud; Calligraphy practice; Home visit companionship,21,114.237342,22.433186
Lee Kwok Him,Ping Tin Estate,Board games; Old songs karaoke; Tea time conversation; Clinic escort,27,114.235573,22.311979
Ho Siu Tung,Hong Sing Garden,Phone and smartphone help; Clinic escort; Cooking together; Grocery escort,21,114.247883,22.319909
Lau Siu Tung,Kwai Luen Estate,Clinic escort; Park walk and chat; Mahjong companion,30,114.118872,22.359947
Chan Chi Ho,St Martin,Tea time conversation; Board games; Park walk and chat,23,114.21014,22.423027
Wong Yiu Tung,Choi Ying Estate,Cooking together; Park walk and chat; Clinic escort,24,114.214734,22.331531
Yip Kwok Him,Sha Kok Estate,Mahjong companion; Grocery escort; Board games,26,114.201383,22.371124
Ho Tsz Wai,Century Gateway,Mahjong companion; Tea time conversation; Chinese chess; Community centre activities,22,113.969296,22.394537
Ho Kwok Him,Lok Nga Court,Park walk and chat; Simple stretching session; Grocery escort,25,114.222542,22.322588
Tang Hiu Lam,Kai Ching Estate,Cooking together; Board games; Photo sharing and memory talk,30,114.19661,22.337247
Ho Yan Ting,Choi Ying Estate,Park walk and chat; Calligraphy practice; Cooking together,26,114.210933,22.322616
Lam Hiu Lam,Park Avenue,Cooking together; Clinic escort; Reading aloud,23,114.164242,22.323448
Lam Tsz Ho,Liberte,Clinic escort; Phone and smartphone help; Board games,23,114.153592,22.336096
Tang Wai Man,Cheung Fat Estate,Board games; Photo sharing and memory talk; Phone and smartphone help,31,114.110705,22.36328
Lee Yan Ting,Shun On Estate,Clinic escort; Home visit companionship; Reading aloud; Photo sharing and memory talk; Cooking together,25,114.218096,22.334422
Leung Ka Ming,Kwong Lam Court,Old songs karaoke; Clinic escort; Board games,24,114.22023,22.383818
Ng Sze Wing,On Tat Estate,Reading aloud; Board games; Cooking together,27,114.228572,22.319761
Tang Tsz Ho,Harmony Garden,Board games; Reading aloud; Cooking together,26,114.248837,22.270687
Chow Man Yi,Riviera Gardens,Park walk and chat; Calligraphy practice; Phone and smartphone help,27,114.112421,22.36719
Lam Ka Ching,South Wave Court,Phone and smartphone help; Reading aloud; Cooking together; Photo sharing and memory talk,26,114.165548,22.240053
Chan Siu Tung,Sun Tin Wai Estate,Home visit companionship; Mahjong companion; Phone and smartphone help,26,114.191388,22.375705
Lee Sze Wing,Tak Tin Estate,Cooking together; Community centre activities; Reading aloud,30,114.242865,22.301572
Leung Yiu Tung,Festival City,Clinic escort; Cooking together; Old songs karaoke; Home visit companionship,26,114.179627,22.371403
Ho Tsz Ho,Tai Hang Sai Estate,Clinic escort; Simple stretching session; Home visit companionship,23,114.16408,22.340335
Tang Siu Tung,Yung Ming Court,Tea time conversation; Cooking together; Simple stretching session; Board games,25,114.258002,22.306713
Ho Ka Ming,Yu Ming Court,Reading aloud; Board games; Cooking together; Clinic escort,24,114.263498,22.320698
Lau Hiu Lam,Lei Cheng Uk Estate,Cooking together; Calligraphy practice; Tea time conversation; Reading aloud,23,114.158729,22.339266
Wong Wai Man,Jubilee Garden,Community centre activities; Phone and smartphone help; Tea time conversation; Park walk and chat; Grocery escort,23,114.193039,22.402369
Chow Chi Ho,Tung Tao Court,Reading aloud; Mahjong companion; Chinese chess,24,114.233717,22.278926
Cheung Hiu Lam,Banyan Garden,Simple stretching session; Grocery escort; Phone and smartphone help,25,114.142815,22.335732
Ng Ho Yin,Siu Lun Court,Community centre activities; Home visit companionship; Old songs karaoke,23,113.98051,22.389338
Lee Hiu Lam,Tsz Ching Estate,Photo sharing and memory talk; Park walk and chat; Board games; Grocery escort; Calligraphy practice,29,114.19977,22.356996
Lam Ka Ming,Tin Yuet Estate,Reading aloud; Old songs karaoke; Cooking together; Tea time conversation,22,114.000092,22.46072
Cheung Yuk Ting,Po Pui Court,Old songs karaoke; Phone and smartphone help; Chinese chess; Clinic escort,25,114.223511,22.320988
Lau Sze Wing,Wah Ming Estate,Phone and smartphone help; Park walk and chat; Calligraphy practice,25,114.13578,22.48275
Yip Wai Man,Tsing Yi Garden,Clinic escort; Photo sharing and memory talk; Reading aloud; Mahjong companion,23,114.106121,22.356219
Tang Sze Wing,Lai King Estate,Board games; Reading aloud; Old songs karaoke; Home visit companionship,21,114.12626,22.353762
Ho Yuk Ting,Cheung Ching Estate,Mahjong companion; Tea time conversation; Community centre activities,26,114.115924,22.354495
Cheung Lok Yin,Aegean Coast,Reading aloud; Phone and smartphone help; Board games,22,114.000221,22.36748
Leung Tsz Ho,Lai Tak Tsuen,Phone and smartphone help; Reading aloud; Chinese chess,21,114.190619,22.275906
Tang Ho Yin,So Uk Estate,Phone and smartphone help; Clinic escort; Chinese chess,19,114.159619,22.337661
Cheung Ho Yin,Park Central,Old songs karaoke; Calligraphy practice; Home visit companionship; Simple stretching session; Clinic escort,22,114.260611,22.302182
Chow Sze Wing,Monte Vista,Mahjong companion; Photo sharing and memory talk; Grocery escort; Cooking together,22,114.250344,22.434443
Leung Yuk Ting,Central Park Towers,Tea time conversation; Chinese chess; Board games,21,114.000339,22.460381
Cheung Pak Hei,YOHO Midtown,Tea time conversation; Board games; Reading aloud,25,114.043497,22.43665
Lam Ho Yin,King Tin Court,Board games; Community centre activities; Reading aloud,27,114.181304,22.367088
Lau Hiu Lam,Yiu On Estate,Simple stretching session; Board games; Home visit companionship; Phone and smartphone help; Tea time conversation,25,114.232749,22.412933
Wong Ka Ching,Heng On Estate,Community centre activities; Grocery escort; Home visit companionship,24,114.221131,22.414425
Tang Sze Wing,Shek Lei (1) Estate,Calligraphy practice; Photo sharing and memory talk; Board games; Park walk and chat,28,114.133481,22.370149
Ng Ka Ching,Ching Tai Court,Reading aloud; Mahjong companion; Clinic escort,27,114.10171,22.358525
Lam Yiu Tung,Bel-Air,Park walk and chat; Reading aloud; Tea time conversation; Old songs karaoke,20,114.134447,22.259434
Yip Siu Tung,Kornhill Gardens,Clinic escort; Grocery escort; Home visit companionship,23,114.224612,22.28339
Ho Tsz Ho,Chun Shek Estate,Community centre activities; Cooking together; Grocery escort; Reading aloud; Mahjong companion,23,114.187525,22.366844
Ho Siu Tung,Affluence Garden,Phone and smartphone help; Simple stretching session; Old songs karaoke; Chinese chess,23,113.981197,22.409953
Chow Tsz Wai,Siu Hong Court,Phone and smartphone help; Cooking together; Home visit companionship; Reading aloud; Photo sharing and memory talk,26,113.980793,22.414771
Cheung Yan Ting,Fung Wah Estate,Park walk and chat; Grocery escort; Photo sharing and memory talk,22,114.239132,22.257007
Leung Siu Tung,Wang Fuk Court,Grocery escort; Photo sharing and memory talk; Cooking together; Simple stretching session; Chinese chess,33,114.178904,22.446389
Yip Ho Yin,YOHO Town,Tea time conversation; Park walk and chat; Old songs karaoke,27,114.033113,22.449278
Cheung Siu Tung,Lee On Estate,Cooking together; Phone and smartphone help; Clinic escort,29,114.247798,22.420817
Tang Tsz Wai,Rambler Crest,Park walk and chat; Grocery escort; Calligraphy practice; Tea time conversation,23,114.103702,22.348075
Leung Tsz Ho,Classical Gardens,Cooking together; Calligraphy practice; Board games,30,114.153188,22.441285
Lau Pak Hei,Yuk Po Court,Home visit companionship; Reading aloud; Clinic escort; Community centre activities; Simple stretching session,28,114.129269,22.505985
Wong Lok Yin,Shun Lee Estate,Tea time conversation; Grocery escort; Home visit companionship,22,114.224186,22.33434
Leung Yuk Ting,Nam Cheong Estate,Clinic escort; Phone and smartphone help; Mahjong companion,26,114.163864,22.328251
Tang Ho Yin,Wo Lok Estate,Chinese chess; Board games; Park walk and chat; Old songs karaoke,27,114.231079,22.318002
Yip Sze Wing,Tung Tao Court,Grocery escort; Park walk and chat; Simple stretching session,29,114.220016,22.277387
Ng Yuk Ting,Tin Oi Court,Grocery escort; Mahjong companion; Simple stretching session; Clinic escort,21,113.996311,22.453831
Ng Siu Tung,Metropole Building,Clinic escort; Old songs karaoke; Photo sharing and memory talk,21,114.204645,22.293915
Chow Ka Ming,Festival City,Home visit companionship; Old songs karaoke; Cooking together,24,114.177107,22.367475
Lam Tsz Wai,Lee On Estate,Phone and smartphone help; Park walk and chat; Grocery escort; Calligraphy practice,29,114.242317,22.422629
Cheung Yiu Tung,Tsui Ning Garden,Phone and smartphone help; Mahjong companion; Tea time conversation,28,113.97135,22.388191
Tang Ka Ching,Hing Tin Estate,Tea time conversation; Simple stretching session; Clinic escort; Grocery escort,32,114.239346,22.317619
Chan Tsz Wai,Kwong Fuk Estate,Cooking together; Mahjong companion; Phone and smartphone help,29,114.177035,22.441542
Tang Siu Tung,Harbour Green,Clinic escort; Board games; Tea time conversation; Cooking together,28,114.160041,22.327901
Chow Pak Hei,Shun Chi Court,Photo sharing and memory talk; Old songs karaoke; Board games; Grocery escort,27,114.227956,22.326627
Chan Kwok Him,Siu On Court,Chinese chess; Simple stretching session; Home visit companionship; Mahjong companion,26,113.975894,22.384976
Lam Wing Sze,Symphony Bay,Calligraphy practice; Park walk and chat; Simple stretching session,22,114.244442,22.422944
Chow Wing Sze,Verbena Heights,Simple stretching session; Cooking together; Reading aloud; Tea time conversation; Board games,27,114.252019,22.326362
Lam Yan Ting,Kam Ying Court,Cooking together; Tea time conversation; Photo sharing and memory talk,31,114.237827,22.415423
Chow Yuk Ting,Bedford Gardens,Park walk and chat; Board games; Community centre activities,29,114.205163,22.285334
Yip Tsz Ho,Wyler Gardens,Clinic escort; Mahjong companion; Simple stretching session,28,114.186397,22.316074
